playerID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,PA,BA,OBP,SLG
benjaje01,752,2993,634,891,108,41,28,358,134,1,312,10,1,16,76,1,3,3398,0.297694621,0.358740436,0.389241564
benjami01,818,1926,227,442,109,15,24,169,44,14,106,429,19,25,57,10,38,2124,0.229491173,0.269774011,0.339044652
benjast01,241,770,77,176,32,11,5,41,23,1,32,115,0,1,14,0,21,817,0.228571429,0.255813953,0.318181818
benjawe01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
benne01,5,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,9,0.125,0.222222222,0.5
bennebr01,68,204,21,49,7,1,6,29,2,0,16,4,0,1,4,0,0,225,0.240196078,0.293333333,0.37254902
bennech01,1062,3821,549,978,203,67,55,533,42,0,478,572,0,11,0,0,0,4310,0.255953939,0.34037123,0.387333159
benneda01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bennede01,182,277,18,46,3,0,4,22,0,1,17,125,0,2,13,1,7,310,0.166064982,0.209677419,0.220216606
bennedo01,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3
benneer01,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bennefr01,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
bennefr02,39,97,6,27,6,0,1,7,0,0,7,6,0,0,1,0,0,105,0.278350515,0.323809524,0.371134021
bennega01,587,1690,141,408,74,3,22,192,6,5,139,270,19,16,14,17,53,1876,0.241420118,0.30010661,0.327810651
bennege01,58,176,37,54,3,2,1,21,15,0,28,1,0,3,8,0,0,215,0.306818182,0.395348837,0.363636364
bennehe01,312,877,135,242,41,13,7,104,13,13,58,65,0,9,24,0,0,968,0.275940707,0.319214876,0.376282782
benneik01,55,211,25,39,11,5,1,0,0,0,8,0,0,2,0,0,0,221,0.184834123,0.221719457,0.298578199
benneje01,179,17,0,2,1,0,0,1,0,0,2,7,0,0,1,0,0,20,0.117647059,0.2,0.176470588
benneji01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
bennejo01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bennejo02,7,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,0.166666667,0
bennepu01,240,919,86,228,24,9,1,55,27,0,77,105,0,9,30,0,0,1035,0.248095756,0.303381643,0.297062024
bennesa01,242,730,114,230,48,8,11,129,22,1,63,1,0,15,15,0,0,823,0.315068493,0.374240583,0.447945205
bennesh01,83,9,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,12,0,0.166666667,0
bennhe01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
benoijo01,765,9,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0
bensoal01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0
bensocl01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bensoge01,569,2184,326,636,84,31,17,319,20,3,198,5,0,3,26,0,1,2411,0.291208791,0.347158855,0.381410256
bensojo01,21,71,3,17,6,1,0,2,2,2,3,21,0,0,0,0,1,74,0.23943662,0.27027027,0.352112676
bensokr01,208,321,23,42,7,0,1,22,0,0,15,127,0,2,47,0,2,385,0.130841121,0.153246753,0.161993769
bensove01,55,104,17,21,5,1,3,12,0,0,13,22,0,0,1,0,0,118,0.201923077,0.288135593,0.355769231
bensowi01,354,915,131,205,43,12,37,118,37,12,99,343,1,6,2,9,11,1031,0.224043716,0.300678952,0.418579235
bentlcy01,23,114,23,25,3,4,1,11,1,2,1,2,0,0,0,0,2,115,0.219298246,0.226086957,0.342105263
bentlja01,287,584,58,170,30,8,7,71,0,0,21,39,0,0,11,0,0,616,0.29109589,0.310064935,0.405821918
bentoal01,455,512,22,50,7,0,0,14,0,0,7,200,0,1,59,0,13,579,0.09765625,0.100172712,0.111328125
bentobu01,51,99,6,16,4,0,0,10,0,0,5,14,2,2,1,2,2,109,0.161616162,0.211009174,0.202020202
bentola01,462,738,54,122,12,2,2,42,1,0,30,181,0,4,52,0,2,824,0.165311653,0.189320388,0.195121951
bentora01,6,19,1,4,1,0,0,3,0,0,2,1,0,0,0,0,0,21,0.210526316,0.285714286,0.263157895
bentoru01,437,825,45,142,19,4,1,60,4,1,22,188,0,2,38,0,0,887,0.172121212,0.187147689,0.208484848
bentosi01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bentzch01,40,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.5
benzito01,924,2856,316,733,135,18,66,376,21,29,181,552,35,14,21,34,39,3106,0.256652661,0.298776561,0.385854342
benzjo01,251,441,29,61,8,2,0,17,1,1,5,148,0,1,27,0,0,474,0.138321995,0.141350211,0.16553288
berarjo01,912,3028,334,755,167,23,36,387,27,29,284,268,0,13,32,0,80,3357,0.249339498,0.313375037,0.355350066
berbelo01,448,1224,118,281,34,10,31,153,2,3,200,195,20,7,2,16,39,1449,0.229575163,0.336783989,0.349673203
berblje01,7,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0
bereja01,211,161,9,30,6,1,0,5,0,0,3,60,0,1,17,0,4,182,0.186335404,0.186813187,0.236024845
berenbr01,142,234,14,46,10,1,0,13,0,0,2,70,0,0,39,3,3,278,0.196581197,0.172661871,0.247863248
berenju01,490,24,0,2,0,0,0,0,0,0,2,9,0,0,4,0,0,30,0.083333333,0.133333333,0.083333333
beresja01,10,22,0,5,1,0,0,0,0,0,1,6,0,0,1,0,0,24,0.227272727,0.25,0.272727273
bergaau01,174,496,86,151,23,5,5,63,0,0,78,44,0,1,14,0,2,589,0.304435484,0.39049236,0.401209677
bergda01,582,1600,190,430,91,6,21,163,8,7,133,308,2,16,15,17,33,1781,0.26875,0.325098259,0.3725
bergebi01,947,3028,138,516,45,21,2,193,23,0,88,421,0,0,112,0,0,3228,0.170409511,0.187112763,0.201122853
bergebo01,343,1144,146,270,51,8,13,97,12,7,94,226,0,3,25,0,0,1266,0.236013986,0.289889415,0.328671329
bergebr01,81,217,28,46,8,2,8,24,2,1,15,45,2,2,2,1,3,237,0.211981567,0.265822785,0.377880184
bergebr02,102,9,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0.222222222,0.166666667,0.222222222
bergecl01,6,13,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,14,0.076923077,0.142857143,0.076923077
bergehe01,90,206,12,27,9,1,0,11,1,0,3,74,0,2,13,0,0,224,0.131067961,0.142857143,0.184466019
bergejo01,127,371,38,71,9,3,2,23,7,8,49,37,0,2,16,0,0,438,0.191374663,0.278538813,0.247978437
bergejo02,11,16,1,5,0,0,0,1,1,0,2,3,0,0,0,0,0,18,0.3125,0.388888889,0.3125
bergema01,344,1278,180,339,44,15,10,176,24,0,52,103,0,10,15,0,0,1355,0.265258216,0.295940959,0.346635368
bergepe01,308,1103,171,249,41,13,8,56,31,24,119,252,2,5,27,2,9,1256,0.22574796,0.296974522,0.308250227
bergery01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bergetr01,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bergetu01,173,622,88,150,22,6,1,57,18,0,54,42,0,11,0,0,0,687,0.241157556,0.312954876,0.300643087
bergewa01,1350,5163,809,1550,299,59,242,898,36,0,435,694,0,38,27,0,69,5663,0.300213054,0.35723115,0.521595971
berghjo01,12,44,2,8,3,0,0,0,0,0,2,7,0,0,0,0,0,46,0.181818182,0.217391304,0.25
berghma01,285,774,136,180,16,7,1,52,46,0,103,92,0,16,27,0,0,920,0.23255814,0.325,0.275193798
bergju01,60,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
bergmal01,8,14,2,3,0,1,0,0,0,0,2,4,0,0,0,0,0,16,0.214285714,0.3125,0.357142857
bergmch01,71,37,2,5,0,0,0,1,0,0,1,10,0,0,3,0,0,41,0.135135135,0.146341463,0.135135135
bergmda01,1349,2679,312,690,100,16,54,289,19,14,380,347,36,7,21,27,55,3114,0.257558791,0.345857418,0.367301232
bergmdu01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bergmja01,156,90,4,6,0,0,0,0,0,0,3,39,0,0,11,0,2,104,0.066666667,0.086538462,0.066666667
bergmo01,663,1813,150,441,71,6,6,206,11,5,78,117,0,9,61,0,1,1961,0.243243243,0.269250382,0.298952013
bergmse01,198,133,10,15,4,0,3,11,0,0,0,59,0,0,12,0,0,145,0.112781955,0.103448276,0.210526316
bergowi01,17,38,3,5,0,0,0,1,0,0,0,10,0,0,0,0,1,38,0.131578947,0.131578947,0.131578947
berkefr01,6,25,3,6,0,1,0,3,0,0,0,0,0,2,0,0,0,27,0.24,0.296296296,0.32
berkeja01,110,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0
berkena01,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
berkmla01,1879,6491,1146,1905,422,30,366,1234,86,48,1201,1300,160,66,1,54,147,7813,0.293483285,0.405990017,0.536897242
berlyja01,65,60,3,10,0,0,0,5,0,0,1,18,0,0,1,0,1,62,0.166666667,0.177419355,0.166666667
bermabo01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bermujo01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bernabr01,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bernacu01,43,147,20,35,2,2,0,14,3,0,13,15,0,2,1,0,0,163,0.238095238,0.306748466,0.278911565
bernadw01,115,5,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,9,0.2,0.333333333,0.2
bernajo01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bernapl01,13,17,0,4,0,0,0,3,0,0,1,0,0,0,2,0,0,20,0.235294118,0.25,0.235294118
bernaro01,548,1323,159,312,56,8,28,121,59,12,121,315,6,18,11,7,21,1480,0.235827664,0.30472973,0.353741497
bernato01,1071,3700,523,970,177,30,75,391,113,55,428,606,22,17,63,35,67,4243,0.262162162,0.333490455,0.387027027
bernavi01,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
bernawa01,40,139,15,35,8,1,4,14,1,1,7,25,0,0,0,0,2,146,0.251798561,0.287671233,0.410071942
bernawy01,12,42,9,12,1,0,0,3,3,1,0,8,0,0,0,0,1,42,0.285714286,0.285714286,0.30952381
bernead01,151,16,2,1,0,0,0,0,0,0,0,9,0,0,3,0,0,19,0.0625,0.052631579,0.0625
bernhbi01,232,718,50,129,18,4,0,51,3,0,28,164,0,1,8,0,0,755,0.179665738,0.209271523,0.215877437
bernhju01,154,492,46,117,19,2,9,43,3,4,14,40,1,3,8,4,12,521,0.237804878,0.257197697,0.339430894
bernhwa01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bernica01,105,310,48,66,7,8,3,31,15,14,51,53,0,4,1,0,11,366,0.212903226,0.330601093,0.316129032
bernido01,46,69,12,15,4,0,0,7,2,1,10,21,1,2,2,0,1,83,0.217391304,0.325301205,0.275362319
berojo01,65,169,26,34,5,0,5,17,1,1,27,31,0,0,3,0,3,199,0.201183432,0.306532663,0.319526627
berrada01,853,2553,236,603,109,9,49,278,32,17,210,422,57,12,33,27,54,2835,0.236192714,0.291005291,0.34351743
berrade01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,0.25,0.25
berrayo01,2120,7555,1175,2150,321,49,358,1430,30,26,704,414,49,52,9,44,146,8364,0.284579749,0.347441416,0.48219722
berrera01,561,1330,96,287,37,3,3,78,4,0,76,134,0,3,30,0,46,1439,0.215789474,0.254343294,0.254887218
berrijo01,275,17,1,2,0,0,0,0,0,0,1,10,0,0,1,0,1,19,0.117647059,0.157894737,0.117647059
berroan01,746,2575,329,665,118,21,46,254,50,20,117,460,13,54,46,15,76,2807,0.258252427,0.297826861,0.373980583
berroge01,779,2506,379,692,113,9,101,382,19,16,276,510,10,17,0,26,68,2825,0.276137271,0.348672566,0.449321628
berropr01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
berrost01,30,42,7,7,1,0,0,1,7,2,9,16,0,0,0,0,0,51,0.166666667,0.31372549,0.19047619
berry01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
berryca01,18,16,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0.125,0.111111111,0.125
berrych01,43,170,21,38,8,1,1,0,0,0,1,0,0,0,0,0,0,171,0.223529412,0.228070175,0.3
berrych02,709,2018,196,539,88,29,23,256,13,5,160,196,0,5,34,0,0,2217,0.267096135,0.317546234,0.373637265
berrycl01,245,753,72,165,31,10,3,65,14,0,60,101,0,2,30,0,0,845,0.219123506,0.268639053,0.298804781
berryda01,683,2030,175,488,106,6,47,257,3,6,139,409,23,6,10,23,53,2208,0.240394089,0.286684783,0.367980296
berryed01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.5
berryjo01,1,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0.25,0.4,0.25
berryjo02,15,6,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,7,0.333333333,0.428571429,0.666666667
berryjo03,133,70,5,11,2,0,0,3,0,0,4,14,0,0,7,0,0,81,0.157142857,0.185185185,0.185714286
berryke01,1383,4136,422,1053,150,23,58,343,45,46,298,569,31,30,64,17,108,4545,0.25459381,0.303850385,0.344052224
berryne01,442,1087,148,265,28,9,0,74,11,12,113,105,0,3,27,0,24,1230,0.243790248,0.309756098,0.286108556
berryqu01,132,305,53,80,10,6,3,33,29,2,26,86,0,7,6,1,4,345,0.262295082,0.327536232,0.363934426
berryse01,860,2413,310,657,153,10,81,369,47,24,206,438,19,32,11,29,50,2691,0.272275176,0.332590115,0.444674679
berrysl01,15,55,5,11,1,0,0,6,2,0,1,0,0,0,4,0,0,60,0.2,0.2,0.218181818
berryto01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,0.25,0.25
bertafr01,100,126,7,16,1,0,1,11,0,0,6,34,0,0,6,0,7,138,0.126984127,0.15942029,0.158730159
bertedi01,444,1310,91,327,34,9,10,112,2,4,106,188,27,3,17,11,32,1447,0.249618321,0.301313062,0.31221374
berteha01,4,15,1,5,0,0,0,1,0,0,1,1,0,0,0,0,0,16,0.333333333,0.375,0.333333333
berthha01,17,73,17,17,1,1,0,8,3,1,4,2,0,0,0,0,0,77,0.232876712,0.272727273,0.273972603
bertijo01,514,1536,232,393,65,9,24,128,108,24,161,377,2,20,6,8,29,1731,0.255859375,0.331600231,0.356770833
bertomi01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bertore01,612,1745,204,425,60,10,27,171,16,15,142,252,11,16,31,23,46,1957,0.243553009,0.297904957,0.335816619
bertrle01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
beruman01,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
besanfr01,7,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0.2,0
beschbo01,1228,4536,749,1171,190,74,28,345,428,31,619,549,0,48,74,0,0,5277,0.258156966,0.348303961,0.351190476
bessedo01,108,44,1,5,0,0,0,3,0,0,0,14,0,0,5,1,2,50,0.113636364,0.1,0.113636364
bessehe01,71,90,8,18,2,0,0,15,0,0,9,20,0,0,0,0,0,99,0.2,0.272727273,0.222222222
besti01,4,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.285714286,0.285714286,0.285714286
bestka01,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
beswiji01,17,20,2,1,0,0,0,0,0,0,1,7,0,0,0,0,2,21,0.05,0.095238095,0.05
betande01,374,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
betanra01,680,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
betanyu01,1156,4052,437,1057,218,29,80,457,30,30,143,435,10,10,34,39,110,4278,0.260858835,0.28284245,0.388203356
betchfr01,35,89,7,18,2,0,0,6,1,0,7,14,0,2,3,0,0,101,0.202247191,0.267326733,0.224719101
betemwi01,805,2093,264,558,126,8,75,283,9,8,211,612,18,4,8,19,46,2335,0.266602962,0.331049251,0.441949355
bethach01,428,1241,149,284,60,0,35,135,12,5,48,326,1,4,4,4,33,1301,0.228847703,0.258262875,0.361804996
bethebi01,10,30,4,5,1,0,0,2,0,0,4,4,0,0,1,0,0,35,0.166666667,0.257142857,0.2
bethkji01,25,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
betteje01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bettela01,168,395,61,102,19,6,8,53,7,4,60,60,0,3,6,0,0,464,0.258227848,0.355603448,0.397468354
bettial01,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
bettich01,165,142,7,8,0,0,0,6,0,0,13,65,0,0,17,0,1,172,0.056338028,0.122093023,0.056338028
betts01,3,9,2,1,0,0,0,1,2,0,1,0,0,1,0,0,0,11,0.111111111,0.272727273,0.111111111
bettsha01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
bettshu01,311,437,29,86,5,0,0,19,0,0,25,63,0,2,25,0,3,489,0.196796339,0.231083845,0.208237986
bettsmo01,1531,6083,1166,1767,394,41,291,913,196,41,736,924,35,52,4,61,86,6936,0.29048167,0.368367935,0.512247246
betzebr01,448,1444,135,333,37,25,2,94,49,29,90,189,0,5,38,0,0,1577,0.230609418,0.271401395,0.29501385
bevacku01,970,2117,214,499,90,11,27,275,12,20,221,329,19,5,24,31,72,2398,0.235710912,0.302335279,0.326877657
bevanha01,15,24,2,7,0,0,1,5,2,0,0,3,0,0,0,0,1,24,0.291666667,0.291666667,0.416666667
bevenbi01,96,221,12,22,1,0,3,10,1,1,4,102,0,1,16,0,3,242,0.099547511,0.111570248,0.14479638
beverch01,67,120,10,22,5,1,0,10,0,0,5,2,0,0,4,0,0,129,0.183333333,0.209302326,0.241666667
beverja01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bevilbe01,3,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0.285714286,0.285714286,0.571428571
bevilbr01,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bevillo01,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
bevilmo01,145,454,39,92,21,2,0,44,6,0,26,50,0,6,12,0,0,498,0.202643172,0.248995984,0.257709251
biagijo01,222,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0
biancbu01,311,550,70,113,16,7,6,30,8,7,41,157,0,0,15,0,8,606,0.205454545,0.254125413,0.292727273
biancje01,165,377,34,81,11,1,4,40,4,4,18,76,0,1,4,4,6,404,0.214854111,0.247524752,0.281167109
biancto01,18,34,6,6,1,0,0,0,0,0,3,7,0,1,0,0,1,38,0.176470588,0.263157895,0.205882353
biasaha01,21,24,6,2,2,0,0,2,0,0,8,5,0,0,1,0,0,33,0.083333333,0.303030303,0.166666667
bibbsra01,201,756,115,214,27,9,1,92,19,0,50,5,0,5,20,1,0,832,0.283068783,0.323317308,0.346560847
bibbyji01,341,209,15,31,6,0,5,17,0,0,13,88,0,3,24,1,1,250,0.148325359,0.188,0.248803828
bibeeta01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bibenau01,37,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
bichebo01,748,3075,438,904,190,8,111,437,60,21,187,639,4,17,0,13,78,3292,0.29398374,0.336573512,0.469268293
bicheda01,1704,6381,934,1906,401,27,274,1141,152,73,355,1078,32,41,5,73,176,6855,0.298699263,0.335813275,0.498824636
bickfph01,187,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0.333333333,0.333333333,0.333333333
bickfve01,182,365,23,57,4,0,0,28,0,0,10,85,0,0,37,0,10,412,0.156164384,0.162621359,0.167123288
bickhda01,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.333333333,0.5,0.333333333
bicknch01,30,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,8,0,0.25,0
biddlje01,99,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,1
biddlro01,198,13,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,17,0,0,0
bidoos01,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
biebesh01,143,15,0,1,1,0,0,0,0,0,1,8,0,0,0,0,0,16,0.066666667,0.125,0.133333333
bielabr01,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bielaos01,174,746,117,179,7,2,0,52,9,9,10,18,0,0,0,0,2,756,0.239946381,0.25,0.254691689
bielemi01,348,282,11,22,0,0,0,13,1,0,14,144,0,0,35,0,2,331,0.078014184,0.108761329,0.078014184
biemiha01,28,13,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0,17,0,0.176470588,0
bierblo01,1385,5713,821,1524,209,95,34,839,206,0,268,160,0,15,38,0,0,6034,0.266760021,0.299469672,0.354454752
bierbni01,39,8,3,4,1,0,0,0,0,0,2,2,0,0,3,0,0,13,0.5,0.461538462,0.625
bierdra01,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
biermch01,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0.333333333,0
biesest01,60,80,18,20,4,0,0,5,2,3,9,22,1,4,0,1,1,94,0.25,0.35106383,0.3
bigbeca01,1147,4192,629,1205,139,75,17,324,182,68,344,161,0,21,109,0,0,4666,0.28745229,0.33647664,0.36855916
bigbely01,43,77,5,14,2,0,1,8,1,0,9,13,0,1,1,0,0,88,0.181818182,0.272727273,0.246753247
bigbila01,392,1227,164,328,56,4,31,137,25,8,119,302,5,2,10,9,15,1367,0.267318663,0.328456474,0.395273024
bigelel01,100,211,23,60,16,0,1,26,1,4,23,18,0,1,5,0,0,240,0.28436019,0.35,0.374407583
biggehu01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
biggica01,561,1627,267,363,80,4,52,190,33,3,262,528,2,28,6,9,9,1932,0.223110018,0.337991718,0.373079287
biggicr01,2850,10876,1844,3060,668,55,291,1175,414,124,1160,1753,68,285,101,81,150,12503,0.281353439,0.360313525,0.433155572
biggsch01,6,9,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,10,0.111111111,0.2,0.111111111
biglepe01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bignege01,4,9,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.222222222,0.3,0.222222222
biittla01,1217,3151,310,861,144,20,29,354,10,12,236,287,36,11,18,27,93,3443,0.273246588,0.321812373,0.359251031
bilarda01,382,949,79,194,39,1,18,91,4,4,65,170,12,3,20,4,27,1041,0.204425711,0.251681076,0.304531085
bilbrji01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
bildiem01,42,45,4,8,0,0,0,3,0,0,1,9,0,0,2,0,1,48,0.177777778,0.1875,0.177777778
bilkost01,600,1738,220,432,85,13,76,276,2,4,234,395,2,3,3,14,58,1992,0.248561565,0.335843373,0.443613349
billibr01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
billibr02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
billich01,226,355,14,49,8,0,3,21,0,0,19,170,0,1,36,1,4,412,0.138028169,0.167475728,0.185915493
billidi01,400,1231,101,280,44,1,16,142,6,12,87,207,8,9,5,13,36,1345,0.227457352,0.279553903,0.303818034
billiha01,52,50,1,10,1,0,0,4,1,0,2,17,0,0,1,0,0,53,0.2,0.226415094,0.22
billija01,476,559,21,62,8,0,0,23,0,0,27,206,0,0,69,1,10,656,0.110912343,0.135670732,0.125223614
billijo01,243,488,44,106,12,5,0,29,5,0,23,73,0,11,22,0,0,544,0.217213115,0.257352941,0.262295082
billijo02,39,68,11,17,3,1,0,6,0,0,5,15,0,0,4,0,0,77,0.25,0.285714286,0.323529412
bindeji01,255,957,111,245,24,15,0,85,13,0,49,3,0,8,20,0,0,1034,0.256008359,0.292069632,0.312434692
bingawi01,46,168,19,41,2,0,1,14,1,0,15,0,0,0,2,0,0,185,0.244047619,0.302702703,0.273809524
binghbi01,36,121,6,23,1,1,0,7,2,0,4,0,0,0,5,0,0,130,0.190082645,0.207692308,0.214876033
binksge01,351,1093,112,277,55,10,8,130,21,9,67,108,0,4,17,0,21,1181,0.253430924,0.294665538,0.344007319
binso01,4,13,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0.230769231,0.230769231,0.230769231
biotch01,113,366,57,103,20,10,4,54,11,2,34,12,0,2,9,0,1,411,0.281420765,0.338199513,0.423497268
biranja01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
birasst01,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1
birchju01,225,1007,196,254,24,4,1,51,0,0,32,0,0,5,0,0,0,1044,0.252234359,0.278735632,0.286991063
birddo01,432,82,1,11,1,0,0,3,0,0,2,35,0,0,6,0,1,90,0.134146341,0.144444444,0.146341463
birdfr01,17,50,9,10,3,1,1,1,2,0,6,11,0,0,0,0,0,56,0.2,0.285714286,0.36
birdge01,25,106,19,28,2,5,0,13,1,0,3,2,0,0,0,0,3,109,0.264150943,0.28440367,0.377358491
birdgr01,186,611,75,129,32,1,32,98,0,0,74,189,1,8,0,7,8,700,0.211129296,0.301428571,0.423895254
birdile01,120,318,34,79,7,5,2,22,2,0,6,2,0,4,8,0,0,336,0.248427673,0.264880952,0.320754717
birdja01,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
birdky01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
birdre01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
birdsda01,48,239,66,63,6,3,0,39,7,2,7,4,0,0,0,0,1,246,0.263598326,0.284552846,0.313807531
birdsha01,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
birkbmi01,54,8,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,11,0.25,0.363636364,0.25
birkiku01,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
birkora01,134,207,18,50,7,1,0,22,0,0,3,39,0,1,2,0,2,213,0.241545894,0.253521127,0.285024155
birmijo01,771,2633,284,667,89,27,7,265,108,10,129,339,0,24,74,0,0,2860,0.253323205,0.286713287,0.315609571
birreba01,56,27,3,7,2,0,2,6,0,0,3,6,0,0,0,0,1,30,0.259259259,0.333333333,0.555555556
